ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;PSW;PSL;MaxW;MaxL;AvgW;AvgL
7;Pune;Maharashtra Open;07/02/2020;ATP250;Outdoor;Hard;Quarterfinals;3;Duckworth J.;Marcora R.;96;174;598;297;6;3;7;6;;;;;;;2;0;Completed;1,53;2,5;1,65;2,41;1,7;2,5;1,6;2,33
7;Pune;Maharashtra Open;07/02/2020;ATP250;Outdoor;Hard;Quarterfinals;3;Gerasimov E.;Kwon S.W.;90;88;620;637;4;6;7;6;6;4;;;;;2;1;Completed;1,9;1,9;2,02;1,9;2,02;1,91;1,94;1,86
7;Pune;Maharashtra Open;08/02/2020;ATP250;Outdoor;Hard;Semifinals;3;Vesely J.;Berankis R.;107;73;520;751;6;7;7;6;7;6;;;;;2;1;Completed;2;1,8;2,02;1,91;2,1;1,91;1,99;1,81
7;Pune;Maharashtra Open;08/02/2020;ATP250;Outdoor;Hard;Semifinals;3;Gerasimov E.;Duckworth J.;90;96;620;598;7;6;6;4;;;;;;;2;0;Completed;1,66;2,2;1,75;2,23;1,78;2,3;1,68;2,16
7;Pune;Maharashtra Open;09/02/2020;ATP250;Outdoor;Hard;The Final;3;Vesely J.;Gerasimov E.;107;90;520;620;7;6;5;7;6;3;;;;;2;1;Completed;2,37;1,57;2,51;1,61;2,55;1,64;2,37;1,57
8;Buenos Aires;Argentina Open;10/02/2020;ATP250;Outdoor;Clay;1st Round;3;Monteiro T.;Munar J.;92;95;634;618;6;3;6;3;;;;;;;2;0;Completed;1,9;1,8;1,93;1,96;2;2;1,89;1,89
8;Buenos Aires;Argentina Open;10/02/2020;ATP250;Outdoor;Clay;1st Round;3;Ruud C.;Andujar P.;45;58;1079;887;6;2;6;3;;;;;;;2;0;Completed;1,61;2,2;1,74;2,2;1,8;2,27;1,69;2,15
8;Buenos Aires;Argentina Open;10/02/2020;ATP250;Outdoor;Clay;1st Round;3;Cuevas P.;Sonego L.;48;49;1017;980;6;4;6;4;;;;;;;2;0;Completed;1,53;2,37;1,61;2,44;1,62;2,55;1,57;2,39
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Delbonis F.;Dellien H.;87;77;666;738;1;6;6;3;7;5;;;;;2;1;Completed;1,36;3;1,43;3,04;1,44;3,2;1,39;2,93
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Carballes Baena R.;Cecchinato M.;88;73;664;758;6;4;7;6;;;;;;;2;0;Completed;3;1,36;3,23;1,39;3,28;1,47;2,92;1,4
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Bagnis F.;Martin A.;134;93;392;629;6;4;6;1;;;;;;;2;0;Completed;2,1;1,66;2,08;1,82;2,25;1,82;2,12;1,71
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Kovalik J.;Moutet C.;129;76;405;742;6;3;7;6;;;;;;;2;0;Completed;2,1;1,66;2,1;1,81;2,25;1,81;2,13;1,7
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Sousa P.;Diaz Acosta F.;145;471;373;65;4;6;6;2;6;3;;;;;2;1;Completed;1,36;3;;;1,4;3,3;1,36;3,02
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Martinez P.;Domingues J.;142;175;379;286;7;6;7;5;;;;;;;2;0;Completed;;;;;1,44;2,81;1,42;2,78
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Djere L.;Cerundolo F.;35;239;1265;197;6;2;2;6;6;4;;;;;2;1;Completed;1,4;2,75;1,54;2,64;1,54;3,1;1,42;2,82
8;Buenos Aires;Argentina Open;11/02/2020;ATP250;Outdoor;Clay;1st Round;3;Londero J.I.;Horansky F.;69;182;807;277;6;4;4;6;6;2;;;;;2;1;Completed;1,28;3,5;1,31;3,77;1,33;4,08;1,29;3,54
8;Buenos Aires;Argentina Open;12/02/2020;ATP250;Outdoor;Clay;1st Round;3;Ramos-Vinolas A.;Mayer L.;42;107;1130;529;4;6;6;3;7;5;;;;;2;1;Completed;1,53;2,37;1,7;2,26;1,71;2,55;1,61;2,29
8;Buenos Aires;Argentina Open;12/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Sousa P.;Kovalik J.;145;129;373;405;7;6;7;6;;;;;;;2;0;Completed;3,25;1,33;3,14;1,42;3,58;1,42;3,09;1,36
8;Buenos Aires;Argentina Open;12/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Lajovic D.;Martinez P.;23;142;1596;379;7;6;7;6;;;;;;;2;0;Completed;1,44;2,62;1,6;2,51;1,6;2,79;1,5;2,56
8;Buenos Aires;Argentina Open;12/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Ruud C.;Carballes Baena R.;45;88;1079;664;6;1;6;0;;;;;;;2;0;Completed;1,3;3,4;1,35;3,49;1,41;3,5;1,33;3,28
8;Buenos Aires;Argentina Open;13/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Monteiro T.;Coric B.;92;31;634;1320;6;4;7;6;;;;;;;2;0;Completed;1,72;2;1,72;2,26;1,8;2,26;1,74;2,07
8;Buenos Aires;Argentina Open;13/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Londero J.I.;Djere L.;69;35;807;1265;6;7;6;2;6;1;;;;;2;1;Completed;1,72;2;1,91;2;1,91;2,07;1,82;1,97
8;Buenos Aires;Argentina Open;13/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Cuevas P.;Ramos-Vinolas A.;48;42;1017;1130;6;4;4;6;6;4;;;;;2;1;Completed;1,57;2,25;1,71;2,27;1,74;2,33;1,66;2,21
8;Buenos Aires;Argentina Open;13/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Pella G.;Bagnis F.;27;134;1560;392;7;6;6;7;6;4;;;;;2;1;Completed;1,44;2,62;1,5;2,8;1,5;3;1,45;2,73
8;Buenos Aires;Argentina Open;14/02/2020;ATP250;Outdoor;Clay;2nd Round;3;Schwartzman D.;Delbonis F.;14;87;2325;666;6;3;4;6;6;2;;;;;2;1;Completed;1,2;4,33;1,25;4,44;1,25;4,6;1,22;4,17
8;Buenos Aires;Argentina Open;14/02/2020;ATP250;Outdoor;Clay;Quarterfinals;3;Ruud C.;Lajovic D.;45;23;1079;1596;7;5;6;1;;;;;;;2;0;Completed;1,5;2,62;1,55;2,66;1,55;2,77;1,5;2,58
8;Buenos Aires;Argentina Open;14/02/2020;ATP250;Outdoor;Clay;Quarterfinals;3;Londero J.I.;Pella G.;69;27;807;1560;6;4;7;6;;;;;;;2;0;Completed;1,9;1,9;2,11;1,83;2,11;2,07;1,85;1,94
8;Buenos Aires;Argentina Open;14/02/2020;ATP250;Outdoor;Clay;Quarterfinals;3;Schwartzman D.;Cuevas P.;14;48;2325;1017;5;7;7;6;7;5;;;;;2;1;Completed;1,33;3,4;1,34;3,67;1,38;3,67;1,34;3,23
8;Buenos Aires;Argentina Open;15/02/2020;ATP250;Outdoor;Clay;Quarterfinals;3;Sousa P.;Monteiro T.;145;92;373;634;7;6;6;4;;;;;;;2;0;Completed;3,5;1,3;3,54;1,36;3,6;1,36;3,41;1,31
8;Buenos Aires;Argentina Open;15/02/2020;ATP250;Outdoor;Clay;Semifinals;3;Ruud C.;Londero J.I.;45;69;1079;807;4;6;7;5;6;1;;;;;2;1;Completed;1,57;2,37;1,54;2,69;1,63;2,69;1,52;2,51
8;Buenos Aires;Argentina Open;15/02/2020;ATP250;Outdoor;Clay;Semifinals;3;Sousa P.;Schwartzman D.;145;14;373;2325;;;;;;;;;;;;;Walkover;2,5;1,53;2,59;1,58;2,6;1,58;2,48;1,53
8;Buenos Aires;Argentina Open;16/02/2020;ATP250;Outdoor;Clay;The Final;3;Ruud C.;Sousa P.;45;145;1079;373;6;1;6;4;;;;;;;2;0;Completed;1,14;5,5;1,15;6,51;1,2;6,51;1,14;5,6
9;New York;New York Open;10/02/2020;ATP250;Indoor;Hard;1st Round;3;Kecmanovic M.;Paul T.;54;70;921;778;6;4;6;2;;;;;;;2;0;Completed;2,2;1,61;2,21;1,74;2,3;1,74;2,18;1,67
9;New York;New York Open;10/02/2020;ATP250;Indoor;Hard;1st Round;3;Seppi A.;Dzumhur D.;98;100;601;594;6;3;1;6;7;6;;;;;2;1;Completed;2;1,72;2,05;1,85;2,12;1,87;2,03;1,77
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Johnson S.;Sandgren T.;75;53;745;923;6;7;6;3;7;6;;;;;2;1;Completed;2;1,72;2,24;1,71;2,24;1,8;2,08;1,73
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Giron M.;Sock J.;113;N/A;483;N/A;6;3;6;4;;;;;;;2;0;Completed;1,72;2;1,83;2,07;1,83;2,21;1,75;2,05
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Thompson J.;Karlovic I.;63;122;843;436;6;3;7;6;;;;;;;2;0;Completed;1,72;2;1,86;2,03;1,86;2,2;1,78;2,02
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Kwon S.W.;Soeda G.;84;112;672;500;6;2;6;7;6;3;;;;;2;1;Completed;1,61;2,2;1,62;2,43;1,66;2,55;1,6;2,3
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Edmund K.;Uchiyama Y.;62;97;845;604;7;5;6;4;;;;;;;2;0;Completed;1,3;3,4;1,33;3,59;1,35;3,74;1,31;3,38
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Lorenzi P.;Petrovic D.;116;159;472;328;4;6;6;4;6;0;;;;;2;1;Completed;1,83;1,83;2,06;1,83;2,06;1,89;1,96;1,82
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Koepfer D.;Schnur B.;94;121;626;440;6;4;6;3;;;;;;;2;0;Completed;1,5;2,5;1,71;2,25;1,72;2,5;1,62;2,27
9;New York;New York Open;11/02/2020;ATP250;Indoor;Hard;1st Round;3;Nishioka Y.;Laaksonen H.;64;114;842;480;6;3;0;6;6;2;;;;;2;1;Completed;1,25;3,75;1,25;4,31;1,32;4,31;1,27;3,7
9;New York;New York Open;12/02/2020;ATP250;Indoor;Hard;1st Round;3;Norrie C.;Shi B.;59;N/A;885;N/A;7;5;6;3;;;;;;;2;0;Completed;1,03;15;1,03;18,1;1,05;21;1,02;14,56
9;New York;New York Open;12/02/2020;ATP250;Indoor;Hard;1st Round;3;Jung J.;Anderson K.;131;120;400;445;7;6;6;4;;;;;;;2;0;Completed;3,4;1,3;3,69;1,32;3,7;1,33;3,46;1,3
9;New York;New York Open;12/02/2020;ATP250;Indoor;Hard;2nd Round;3;Kecmanovic M.;Lorenzi P.;54;116;921;472;6;3;6;3;;;;;;;2;0;Completed;1,28;3,5;1,29;4,01;1,33;4,01;1,28;3,63
9;New York;New York Open;12/02/2020;ATP250;Indoor;Hard;2nd Round;3;Seppi A.;Johnson S.;98;75;601;745;7;6;6;3;;;;;;;2;0;Completed;2,37;1,53;2,56;1,58;2,56;1,61;2,41;1,55
9;New York;New York Open;13/02/2020;ATP250;Indoor;Hard;2nd Round;3;Kwon S.W.;Raonic M.;84;32;672;1305;7;6;6;7;6;4;;;;;2;1;Completed;4,5;1,18;5,3;1,2;5,3;1,22;4,55;1,19
9;New York;New York Open;13/02/2020;ATP250;Indoor;Hard;2nd Round;3;Humbert U.;Giron M.;43;113;1121;483;6;1;6;0;;;;;;;2;0;Completed;1,28;3,5;1,33;3,68;1,35;3,74;1,31;3,44
9;New York;New York Open;13/02/2020;ATP250;Indoor;Hard;2nd Round;3;Edmund K.;Koepfer D.;62;94;845;626;6;2;6;4;;;;;;;2;0;Completed;1,4;2,75;1,43;3,06;1,49;3,11;1,43;2,77
9;New York;New York Open;13/02/2020;ATP250;Indoor;Hard;2nd Round;3;Jung J.;Norrie C.;131;59;400;885;6;4;6;4;;;;;;;2;0;Completed;1,9;1,8;2,23;1,74;2,25;1,91;2,04;1,77
9;New York;New York Open;13/02/2020;ATP250;Indoor;Hard;2nd Round;3;Opelka R.;Nishioka Y.;40;64;1152;842;6;4;6;4;;;;;;;2;0;Completed;1,53;2,37;1,55;2,63;1,63;2,63;1,55;2,41
9;New York;New York Open;14/02/2020;ATP250;Indoor;Hard;2nd Round;3;Thompson J.;Isner J.;63;18;843;1940;7;6;6;7;6;3;;;;;2;1;Completed;2,5;1,5;2,66;1,54;2,69;1,57;2,53;1,51
9;New York;New York Open;14/02/2020;ATP250;Indoor;Hard;Quarterfinals;3;Kecmanovic M.;Humbert U.;54;43;921;1121;3;6;6;2;6;4;;;;;2;1;Completed;2,1;1,72;2,18;1,78;2,23;1,79;2,11;1,72
9;New York;New York Open;14/02/2020;ATP250;Indoor;Hard;Quarterfinals;3;Edmund K.;Kwon S.W.;62;84;845;672;3;6;6;2;7;6;;;;;2;1;Completed;1,61;2,3;1,6;2,55;1,68;2,55;1,59;2,34
9;New York;New York Open;15/02/2020;ATP250;Indoor;Hard;Quarterfinals;3;Jung J.;Opelka R.;131;40;400;1152;5;7;6;4;6;4;;;;;2;1;Completed;3,4;1,33;3,42;1,38;3,55;1,4;3,25;1,34
9;New York;New York Open;15/02/2020;ATP250;Indoor;Hard;Quarterfinals;3;Seppi A.;Thompson J.;98;63;601;843;6;7;6;4;6;1;;;;;2;1;Completed;2,1;1,72;2;1,93;2,11;1,93;2,02;1,78
9;New York;New York Open;15/02/2020;ATP250;Indoor;Hard;Semifinals;3;Edmund K.;Kecmanovic M.;62;54;845;921;6;1;6;4;;;;;;;2;0;Completed;1,8;2;1,85;2,08;1,87;2,08;1,81;1,98
9;New York;New York Open;16/02/2020;ATP250;Indoor;Hard;Semifinals;3;Seppi A.;Jung J.;98;131;601;400;6;3;6;2;;;;;;;2;0;Completed;1,72;2,1;1,73;2,26;1,77;2,3;1,68;2,16
9;New York;New York Open;16/02/2020;ATP250;Indoor;Hard;The Final;3;Edmund K.;Seppi A.;62;98;845;601;7;5;6;1;;;;;;;2;0;Completed;1,36;3,2;1,41;3,22;1,43;3,32;1,36;3,08
10;Rotterdam;ABN AMRO World Tennis Tournament;10/02/2020;ATP500;Indoor;Hard;1st Round;3;Carreno Busta P.;Mannarino A.;30;44;1332;1111;7;5;6;7;6;4;;;;;2;1;Completed;1,72;2;1,72;2,23;1,81;2,3;1,73;2,09
10;Rotterdam;ABN AMRO World Tennis Tournament;10/02/2020;ATP500;Indoor;Hard;1st Round;3;Bautista Agut R.;Fucsovics M.;12;66;2360;832;4;6;7;6;6;1;;;;;2;1;Completed;1,53;2,37;1,58;2,53;1,59;2,57;1,55;2,42
10;Rotterdam;ABN AMRO World Tennis Tournament;10/02/2020;ATP500;Indoor;Hard;1st Round;3;Dimitrov G.;Shapovalov D.;22;16;1637;2120;6;3;7;6;;;;;;;2;0;Completed;1,83;1,83;1,85;2,04;2,02;2,04;1,91;1,87
10;Rotterdam;ABN AMRO World Tennis Tournament;10/02/2020;ATP500;Indoor;Hard;1st Round;3;Evans D.;Kohlschreiber P.;33;81;1296;700;6;3;7;5;;;;;;;2;0;Completed;2;1,72;2,27;1,7;2,27;1,78;2,1;1,72
10;Rotterdam;ABN AMRO World Tennis Tournament;11/02/2020;ATP500;Indoor;Hard;1st Round;3;Auger-Aliassime F.;Struff J.L.;21;34;1666;1270;6;3;1;6;6;3;;;;;2;1;Completed;2,1;1,66;2,16;1,76;2,2;1,77;2,14;1,69
10;Rotterdam;ABN AMRO World Tennis Tournament;11/02/2020;ATP500;Indoor;Hard;1st Round;3;Bublik A.;Barrere G.;56;90;892;651;6;3;6;7;6;4;;;;;2;1;Completed;2,1;1,66;2,06;1,84;2,12;1,85;2,04;1,76
10;Rotterdam;ABN AMRO World Tennis Tournament;11/02/2020;ATP500;Indoor;Hard;1st Round;3;Khachanov K.;Fognini F.;17;11;1995;2400;6;3;6;3;;;;;;;2;0;Completed;1,5;2,5;1,57;2,55;1,59;2,66;1,52;2,48
10;Rotterdam;ABN AMRO World Tennis Tournament;11/02/2020;ATP500;Indoor;Hard;1st Round;3;Rublev A.;Basilashvili N.;15;28;2174;1440;6;2;6;3;;;;;;;2;0;Completed;1,33;3,25;1,33;3,62;1,37;3,62;1,33;3,29
10;Rotterdam;ABN AMRO World Tennis Tournament;11/02/2020;ATP500;Indoor;Hard;1st Round;3;Bedene A.;Paire B.;52;19;940;1738;6;2;6;4;;;;;;;2;0;Completed;1,8;1,9;1,93;1,95;1,96;2;1,88;1,9
10;Rotterdam;ABN AMRO World Tennis Tournament;11/02/2020;ATP500;Indoor;Hard;1st Round;3;Tsitsipas S.;Hurkacz H.;6;29;4745;1433;6;7;6;3;6;1;;;;;2;1;Completed;1,36;3;1,32;3,66;1,4;3,66;1,33;3,27
10;Rotterdam;ABN AMRO World Tennis Tournament;11/02/2020;ATP500;Indoor;Hard;1st Round;3;Krajinovic F.;Griekspoor T.;39;172;1158;294;6;4;6;1;;;;;;;2;0;Completed;1,22;4;1,31;3,74;1,35;4,2;1,28;3,59
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;1st Round;3;Sinner J.;Albot R.;79;50;710;977;;;;;;;;;;;;;Walkover;1,33;3,25;1,4;3,18;1,43;3,4;1,36;3,08
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;1st Round;3;Simon G.;Kukushkin M.;57;67;890;816;7;6;3;6;6;3;;;;;2;1;Completed;1,9;1,8;2,16;1,76;2,18;1,87;2,02;1,78
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;1st Round;3;Goffin D.;Haase R.;10;167;2600;305;3;6;7;6;6;4;;;;;2;1;Completed;1,14;5,5;1,16;6,11;1,17;6,2;1,14;5,59
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;1st Round;3;Monfils G.;Sousa J.;9;68;2860;811;6;3;6;2;;;;;;;2;0;Completed;1,16;5;1,17;5,85;1,21;5,85;1,16;5,07
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;1st Round;3;Pospisil V.;Medvedev D.;104;5;552;5890;6;4;6;3;;;;;;;2;0;Completed;4,33;1,2;5,15;1,2;5,45;1,22;4,78;1,18
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;2nd Round;3;Carreno Busta P.;Bautista Agut R.;30;12;1332;2360;6;4;2;6;7;6;;;;;2;1;Completed;3;1,36;3,32;1,38;3,32;1,42;3,07;1,37
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;2nd Round;3;Evans D.;Khachanov K.;33;17;1296;1995;4;6;6;3;6;4;;;;;2;1;Completed;2,37;1,53;2,57;1,57;2,61;1,62;2,42;1,55
10;Rotterdam;ABN AMRO World Tennis Tournament;12/02/2020;ATP500;Indoor;Hard;2nd Round;3;Auger-Aliassime F.;Dimitrov G.;21;22;1666;1637;6;4;6;2;;;;;;;2;0;Completed;2,37;1,53;2,51;1,6;2,56;1,67;2,36;1,58
10;Rotterdam;ABN AMRO World Tennis Tournament;13/02/2020;ATP500;Indoor;Hard;2nd Round;3;Sinner J.;Goffin D.;79;10;710;2600;7;6;7;5;;;;;;;2;0;Completed;3;1,36;3,53;1,35;3,55;1,4;3,27;1,33
10;Rotterdam;ABN AMRO World Tennis Tournament;13/02/2020;ATP500;Indoor;Hard;2nd Round;3;Rublev A.;Bublik A.;15;56;2174;892;7;5;6;3;;;;;;;2;0;Completed;1,16;5;1,19;5,38;1,22;5,4;1,18;4,74
10;Rotterdam;ABN AMRO World Tennis Tournament;13/02/2020;ATP500;Indoor;Hard;2nd Round;3;Bedene A.;Tsitsipas S.;52;6;940;4745;7;5;6;4;;;;;;;2;0;Completed;4;1,22;5,04;1,21;5,04;1,24;4,47;1,2
10;Rotterdam;ABN AMRO World Tennis Tournament;13/02/2020;ATP500;Indoor;Hard;2nd Round;3;Monfils G.;Simon G.;9;57;2860;890;6;4;6;1;;;;;;;2;0;Completed;1,33;3,25;1,41;3,19;1,41;3,75;1,33;3,28
10;Rotterdam;ABN AMRO World Tennis Tournament;13/02/2020;ATP500;Indoor;Hard;2nd Round;3;Krajinovic F.;Pospisil V.;39;104;1158;552;6;4;7;6;;;;;;;2;0;Completed;1,83;1,83;2,05;1,86;2,05;1,94;1,92;1,86
10;Rotterdam;ABN AMRO World Tennis Tournament;14/02/2020;ATP500;Indoor;Hard;Quarterfinals;3;Carreno Busta P.;Sinner J.;30;79;1332;710;7;5;3;6;7;6;;;;;2;1;Completed;1,8;2;1,85;2,09;1,87;2,1;1,79;2,01
10;Rotterdam;ABN AMRO World Tennis Tournament;14/02/2020;ATP500;Indoor;Hard;Quarterfinals;3;Auger-Aliassime F.;Bedene A.;21;52;1666;940;6;4;7;6;;;;;;;2;0;Completed;1,5;2,62;1,51;2,81;1,61;2,81;1,5;2,57
10;Rotterdam;ABN AMRO World Tennis Tournament;14/02/2020;ATP500;Indoor;Hard;Quarterfinals;3;Monfils G.;Evans D.;9;33;2860;1296;7;6;6;2;;;;;;;2;0;Completed;1,44;2,75;1,53;2,74;1,54;2,84;1,48;2,62
10;Rotterdam;ABN AMRO World Tennis Tournament;14/02/2020;ATP500;Indoor;Hard;Quarterfinals;3;Krajinovic F.;Rublev A.;39;15;1158;2174;7;6;6;4;;;;;;;2;0;Completed;3,4;1,33;3,41;1,38;3,6;1,38;3,37;1,32
10;Rotterdam;ABN AMRO World Tennis Tournament;15/02/2020;ATP500;Indoor;Hard;Semifinals;3;Auger-Aliassime F.;Carreno Busta P.;21;30;1666;1332;7;6;6;4;;;;;;;2;0;Completed;1,53;2,5;1,56;2,64;1,61;2,64;1,55;2,42
10;Rotterdam;ABN AMRO World Tennis Tournament;15/02/2020;ATP500;Indoor;Hard;Semifinals;3;Monfils G.;Krajinovic F.;9;39;2860;1158;6;4;7;6;;;;;;;2;0;Completed;1,61;2,3;1,58;2,58;1,63;2,58;1,59;2,34
10;Rotterdam;ABN AMRO World Tennis Tournament;16/02/2020;ATP500;Indoor;Hard;The Final;3;Monfils G.;Auger-Aliassime F.;9;21;2860;1666;6;2;6;2;;;;;;;2;0;Completed;1,57;2,37;1,62;2,49;1,64;2,55;1,56;2,41
11;Delray Beach;Delray Beach Open;17/02/2020;ATP250;Outdoor;Hard;1st Round;3;Mcdonald M.;Uchiyama Y.;159;96;327;604;6;2;7;6;;;;;;;2;0;Completed;1,61;2,2;1,62;2,43;1,67;2,5;1,58;2,35
11;Delray Beach;Delray Beach Open;17/02/2020;ATP250;Outdoor;Hard;1st Round;3;Harrison R.;Dzumhur D.;433;108;73;520;6;3;6;2;;;;;;;2;0;Completed;3,25;1,33;3,58;1,33;3,65;1,4;3,24;1,34
11;Delray Beach;Delray Beach Open;17/02/2020;ATP250;Outdoor;Hard;1st Round;3;Nakashima B.;Vesely J.;294;74;139;760;7;6;6;1;;;;;;;2;0;Completed;2;1,72;2,05;1,85;2,28;1,88;2,04;1,76
11;Delray Beach;Delray Beach Open;17/02/2020;ATP250;Outdoor;Hard;1st Round;3;Kwon S.W.;Mannarino A.;82;42;702;1111;1;6;6;3;6;2;;;;;2;1;Completed;1,8;1,9;2;1,89;2;2,06;1,88;1,91
11;Delray Beach;Delray Beach Open;17/02/2020;ATP250;Outdoor;Hard;1st Round;3;Nishioka Y.;Millman J.;63;40;862;1141;3;6;6;4;6;2;;;;;2;1;Completed;1,83;1,83;2,02;1,88;2,02;2;1,88;1,9
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Tiafoe F.;Gomez E.;84;148;700;363;7;6;6;2;;;;;;;2;0;Completed;1,28;3,5;1,28;4,07;1,36;4,12;1,28;3,63
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Norrie C.;Fritz T.;60;38;885;1255;6;4;6;7;6;4;;;;;2;1;Completed;2,75;1,4;2,81;1,48;2,93;1,5;2,7;1,45
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Stebe C.M.;Tomic B.;147;197;370;249;6;2;3;6;6;2;;;;;2;1;Completed;1,3;3,4;1,35;3,49;1,35;3,6;1,31;3,38
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Kecmanovic M.;Thompson J.;50;65;999;843;6;2;;;;;;;;;1;0;Retired;1,5;2,5;1,53;2,67;1,55;2,67;1,5;2,56
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Johnson S.;Laaksonen H.;76;134;745;400;7;6;6;4;;;;;;;2;0;Completed;1,36;3;1,36;3,42;1,4;3,81;1,34;3,23
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Raonic M.;Istomin D.;37;164;1260;305;6;2;6;2;;;;;;;2;0;Completed;1,18;4,5;1,16;6,12;1,2;6,65;1,14;5,57
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Humbert U.;Kozlov S.;44;367;1086;97;6;7;6;3;6;1;;;;;2;1;Completed;1,2;4,33;1,22;4,69;1,23;5,35;1,2;4,48
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Rubin N.;Jung J.;269;119;162;457;6;3;4;3;;;;;;;1;0;Retired;2;1,72;2,2;1,74;2,2;1,8;2,08;1,73
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Opelka R.;Gulbis E.;54;224;947;209;6;7;6;4;7;6;;;;;2;1;Completed;1,61;2,2;1,66;2,34;1,75;2,47;1,64;2,24
11;Delray Beach;Delray Beach Open;18/02/2020;ATP250;Outdoor;Hard;1st Round;3;Sock J.;Albot R.;N/A;51;N/A;977;3;6;6;3;7;6;;;;;2;1;Completed;2,5;1,5;2,56;1,56;2,86;1,57;2,54;1,51
11;Delray Beach;Delray Beach Open;19/02/2020;ATP250;Outdoor;Hard;1st Round;3;Paul T.;Galan D.E.;70;146;778;376;6;2;6;4;;;;;;;2;0;Completed;1,28;3,5;1,28;3,94;1,35;3,94;1,29;3,5
11;Delray Beach;Delray Beach Open;19/02/2020;ATP250;Outdoor;Hard;2nd Round;3;Kwon S.W.;Harrison R.;82;433;702;73;6;4;3;6;7;6;;;;;2;1;Completed;1,33;3,25;1,45;2,96;1,45;3,3;1,37;3,06
11;Delray Beach;Delray Beach Open;19/02/2020;ATP250;Outdoor;Hard;2nd Round;3;Nishioka Y.;Rubin N.;63;269;862;162;6;1;6;2;;;;;;;2;0;Completed;1,22;4;1,28;4,11;1,28;4,2;1,26;3,8
11;Delray Beach;Delray Beach Open;19/02/2020;ATP250;Outdoor;Hard;2nd Round;3;Nakashima B.;Norrie C.;294;60;139;885;7;5;6;2;;;;;;;2;0;Completed;1,8;1,9;1,85;2,07;1,98;2,07;1,87;1,91
11;Delray Beach;Delray Beach Open;19/02/2020;ATP250;Outdoor;Hard;2nd Round;3;Opelka R.;Mcdonald M.;54;159;947;327;6;3;6;4;;;;;;;2;0;Completed;1,5;2,5;1,51;2,75;1,54;2,95;1,47;2,65
